LocNameHeb,LocalityCode,EstbYr,DistrictCode,DistrictHeb,SubDistrictCode,SubDistrictHeb,NatRegCode,NatRegHeb,MetrCode,MetrHeb,TypeLocCode,TypeLocHeb,MuniCode,MuniHeb,pop_hun,religion,ReligionHeb,religion_pcnt,age0_17_pcnt,age18_64_pcnt,age65_pcnt,m_age0_17_pcnt,m_age18_64_pcnt,m_age65_pcnt,w_age0_17_pcnt,w_age18_64_pcnt,w_age65_pcnt,DependencyRatio,age_median,m_age_median,w_age_median,married_pcnt,notmarried_pcnt,m_married_pcnt,m_notmarried_pcnt,w_married_pcnt,w_notmarried_pcnt,j_isr_pcnt,j_abr_pcnt,aliya1960_pcnt,aliya61_89_pcnt,aliya90_01_pcnt,aliya2002_pcnt,israel_pcnt,asia_pcnt,africa_pcnt,europe_pcnt,america_pcnt,population
"נעמ""ה",3713,1982,7,אזור יהודה והשומרון,,אין חלוקה לנפות,,אין חלוקה לאזורים טבעיים,,ללא שיוך למטרופולין,310,מושב,75,מועצה אזורית ערבות הירדן,1,1,יהודים,88.8,21.6,77.5,0.9,18.6,81.4,,24.6,73.6,1.9,412.6,25,26,24,44.9,55.1,44.6,55.4,45.2,54.8,87.9,12.1,8.5,58.9,32.6,,53.3,9.3,8.2,27.2,2,500
נתיב הגדוד,3555,1976,7,אזור יהודה והשומרון,,אין חלוקה לנפות,,אין חלוקה לאזורים טבעיים,,ללא שיוך למטרופולין,310,מושב,75,מועצה אזורית ערבות הירדן,1.5,1,יהודים,100,30.7,69.3,,20,80,,40,60,,546.8,29,32,22,51.4,48.6,53.6,46.4,49.2,50.8,85.3,14.7,20,31,9.3,39.7,45.2,7.3,13.5,19.2,14.9,500
"נתיב הל""ה",693,1949,1,מחוז ירושלים,11,נפת ירושלים,112,שפלת יהודה,,ללא שיוך למטרופולין,330,קיבוץ,26,מועצה אזורית מטה יהודה,4.9,1,יהודים,97.1,32.4,55,12.6,31.8,55.2,13,33.1,54.8,12.1,883,32,31,34,56.3,43.7,53.8,46.2,59,41,85,15,27.4,29.3,43.3,,52.8,5.2,5.7,25.9,10.4,500
נתיב השיירה,792,1950,2,מחוז הצפון,24,נפת עכו,245,אזור נהרייה,241,"מטרופולין חיפה, טבעת חיצונית, גזרה צפונית",310,מושב,4,מועצה אזורית מטה אשר,4.8,1,יהודים,98.5,29.6,61.6,8.9,27.9,64.3,7.9,31.3,58.8,9.9,695.8,32,32,32,60.2,39.8,58.1,41.9,62.3,37.7,83,17,74.2,18.8,6.9,,45.9,33.9,10.1,8.6,1.6,500
סאסא,578,1949,2,מחוז הצפון,21,נפת צפת,212,גליל עליון מזרחי,,ללא שיוך למטרופולין,330,קיבוץ,1,מועצה אזורית הגליל העליון,3.8,1,יהודים,94,25.5,62.8,11.7,24.7,63,12.3,26.4,62.5,11.1,661.9,36,37,34,55.8,44.2,52.9,47.1,59,41,75.6,24.4,47.7,29.7,12.8,9.8,40.9,5.1,4.6,39.7,9.6,500
סואעד (חמרייה)*,942,,2,מחוז הצפון,24,נפת עכו,241,אזור שפרעם,242,"מטרופולין חיפה, טבעת חיצונית, גזרה מזרחית",450,יישוב כפרי אחר לא יהודי,9,מועצה אזורית עמק יזרעאל,1.3,2,מוסלמים,99,43.5,47.5,9,45.3,47.9,6.8,41.9,47.2,10.9,1128.4,27,21,30,42,58,49.6,50.4,36.3,63.7,,,,,,,,,,,,500
סופה,1238,1975,6,מחוז הדרום,62,נפת באר שבע,622,אזור בשור,334,"מטרופולין באר שבע, טבעת תיכונה, גזרה מערבית",330,קיבוץ,38,מועצה אזורית אשכול,2.3,1,יהודים,92.8,37.9,58.1,4,40.6,56,3.4,34.9,60.3,4.8,873.8,26,23,31,57.1,42.9,57.4,42.6,56.8,43.2,81.5,18.5,5.2,39,37.5,18.3,45.2,6.2,9,22.3,17.3,500
סלעית,3567,1977,7,אזור יהודה והשומרון,,אין חלוקה לנפות,,אין חלוקה לאזורים טבעיים,,ללא שיוך למטרופולין,310,מושב,72,מועצה אזורית שומרון,4.9,1,יהודים,99.6,34.6,61.6,3.8,38.3,57.9,3.9,30.7,65.6,3.7,695.1,31,28,32,66.2,33.8,66.7,33.3,65.7,34.3,89,11,23.5,53.6,16.9,6,52.9,6.9,7.1,24.2,9,500
סמר,1156,1976,6,מחוז הדרום,62,נפת באר שבע,625,הערבה,,ללא שיוך למטרופולין,330,קיבוץ,53,מועצה אזורית חבל אילות,2.6,1,יהודים,90.7,39.4,59.8,0.8,37,62.2,0.8,41.6,57.6,0.8,761.2,23,25,22,33,67,35,65,31.2,68.8,89.1,10.9,12.3,67.8,15.9,4.1,49.7,6.2,7.4,19.2,17.4,500
סער,454,1948,2,מחוז הצפון,24,נפת עכו,245,אזור נהרייה,,ללא שיוך למטרופולין,330,קיבוץ,4,מועצה אזורית מטה אשר,4.6,1,יהודים,97,30.2,58.8,11,30.3,58.6,11.1,30.1,58.9,11,777.9,34,34,34,52.4,47.6,53.2,46.8,51.6,48.4,80.3,19.7,38.6,42.6,16.5,2.3,42.2,7.5,10,26.1,14.2,500
ספיר,1176,1979,6,מחוז הדרום,62,נפת באר שבע,625,הערבה,343,"מטרופולין באר שבע, טבעת חיצונית, גזרה דרומית",350,יישוב כפרי אחר יהודי,54,מועצה אזורית הערבה התיכונה,3.7,1,יהודים,93.6,41.2,55.1,3.7,39.3,58,2.7,42.9,52.5,4.6,958.7,32,33,30,61.9,38.1,66.4,33.6,57.7,42.3,79.1,20.9,18.9,29.1,34.5,17.5,39.6,9.5,23,21.4,6.5,500
עבדון,892,1952,2,מחוז הצפון,24,נפת עכו,244,אזור אילון,,ללא שיוך למטרופולין,310,מושב,52,מועצה אזורית מעלה יוסף,4.4,1,יהודים,98.7,27.3,65.1,7.7,25.1,66.5,8.4,29.5,63.6,6.9,649,29,29,28,57,43,55.8,44.2,58.3,41.7,83.5,16.5,63.8,30.2,4.8,1.2,45.2,36.5,14.2,3.7,0.4,500
עגור,794,1950,1,מחוז ירושלים,11,נפת ירושלים,112,שפלת יהודה,,ללא שיוך למטרופולין,310,מושב,26,מועצה אזורית מטה יהודה,4,1,יהודים,98.4,32.9,60,7.1,34,60.3,5.6,31.7,59.7,8.6,715.1,29,30,28,55.3,44.7,55.7,44.3,55,45,85,15,90.5,9.5,,,42.8,48.5,5.4,3.3,,500
עדנים,2035,1950,4,מחוז המרכז,42,נפת פתח תקווה,421,דרום השרון,142,"מטרופולין תל אביב, טבעת חיצונית, גזרה מזרחית",310,מושב,20,מועצה אזורית דרום השרון,4.3,1,יהודים,98.5,29.6,63,7.4,30.1,63.1,6.8,29,63,8.1,629.8,33,30,35,59.3,40.7,56.3,43.7,62.6,37.4,85,15,60.5,11.5,16.6,11.4,51.9,7.9,5.4,29.6,5.1,500
עוזה,826,1950,6,מחוז הדרום,61,נפת אשקלון,612,אזור לכיש,,ללא שיוך למטרופולין,310,מושב,34,מועצה אזורית שפיר,4.7,1,יהודים,99.8,24,59.7,16.3,26.2,58.5,15.3,21.2,61.3,17.5,744.9,35,38,33,45.9,54.1,42.7,57.3,49.7,50.3,79.9,20.1,94.8,2.6,2.6,,33.6,2.3,63.1,0.9,0.2,500
עזוז,328,1984,6,מחוז הדרום,62,נפת באר שבע,626,הר הנגב הצפוני,343,"מטרופולין באר שבע, טבעת חיצונית, גזרה דרומית",370,יישוב קהילתי,48,מועצה אזורית רמת נגב,0.8,1,יהודים,81.3,46.7,53.3,,40,60,,54.3,45.7,,875,28,29,10,58.5,41.5,48,52,75,25,77,23,21.4,21.4,28.6,28.6,45.9,9.8,9.8,21.3,13.1,500
עידן,1175,1980,6,מחוז הדרום,62,נפת באר שבע,625,הערבה,343,"מטרופולין באר שבע, טבעת חיצונית, גזרה דרומית",310,מושב,54,מועצה אזורית הערבה התיכונה,2.9,1,יהודים,94.7,41.5,58.2,0.3,39.4,59.9,0.7,43.7,56.3,,806.4,22,23,21,64,36,60.1,39.9,68.7,31.3,93.6,6.4,5.7,66.8,27.6,,65.3,6.8,10.8,8.2,8.9,500
עין הוד,74,1954,3,מחוז חיפה,32,נפת חדרה,322,אזור זכרון יעקב,243,"מטרופולין חיפה, טבעת חיצונית, גזרה דרומית",370,יישוב קהילתי,15,מועצה אזורית חוף הכרמל,4.7,1,יהודים,94.5,32.5,53.3,14.2,34.9,51.6,13.5,30.2,54.9,14.9,960.7,38,34,40,43.1,56.9,46,54,40.5,59.5,75.3,24.7,35,48.2,10.7,6.1,42.4,6.1,6.6,36.2,8.7,500
עין השלושה,676,1950,6,מחוז הדרום,62,נפת באר שבע,622,אזור בשור,334,"מטרופולין באר שבע, טבעת תיכונה, גזרה מערבית",330,קיבוץ,38,מועצה אזורית אשכול,3.5,1,יהודים,94.4,21.3,59.2,19.5,19.3,62.8,17.9,23.3,55.6,21.1,798.2,33,32,34,46.7,53.3,46.3,53.7,47.1,52.9,52.8,47.2,24.3,41.7,27.3,6.7,19,3.4,10,12.7,54.8,500
עין זיוון,4503,1968,2,מחוז הצפון,29,נפת גולן,292,גולן צפוני,,ללא שיוך למטרופולין,330,קיבוץ,71,מועצה אזורית גולן,2.1,1,יהודים,91.6,30.4,68.7,0.9,34.1,64.1,1.9,26.7,73.3,,505.7,29,28,30,51.9,48.1,54.1,45.9,49.8,50.2,83.8,16.2,34.3,36.9,11.3,17.5,49,7.7,15,21.2,7.1,500
עין חוד,1320,,3,מחוז חיפה,32,נפת חדרה,322,אזור זכרון יעקב,243,"מטרופולין חיפה, טבעת חיצונית, גזרה דרומית",450,יישוב כפרי אחר לא יהודי,15,מועצה אזורית חוף הכרמל,1.1,2,מוסלמים,98.2,43,52.6,4.4,42.9,53.6,3.6,43.1,51.7,5.2,1111.1,20,19.5,20.5,53.2,46.8,55.3,44.7,51.3,48.7,,,,,,,,,,,,500
עין עירון,223,1934,3,מחוז חיפה,32,נפת חדרה,324,אזור חדרה,,ללא שיוך למטרופולין,310,מושב,14,מועצה אזורית מנשה,4.7,1,יהודים,99.8,34.2,58.2,7.7,33.1,58.4,8.6,35.3,58,6.7,804,33,33,33,57.5,42.5,54.9,45.1,60.4,39.6,89.9,10.1,52.7,25.2,15.9,6.3,56.4,7.8,7.3,23.7,4.9,500
עלומים,1146,1966,6,מחוז הדרום,62,נפת באר שבע,622,אזור בשור,334,"מטרופולין באר שבע, טבעת תיכונה, גזרה מערבית",330,קיבוץ,39,מועצה אזורית שדות נגב,3.9,1,יהודים,100,32,67.2,0.8,33.4,65.6,1.1,30.5,68.9,0.5,547.9,26,26,27,66.8,33.2,68,32,65.6,34.4,88.9,11.1,14.5,78.8,2.4,4.3,56.7,5.1,5.8,26.9,5.5,500
עלי זהב,3727,1982,7,אזור יהודה והשומרון,,אין חלוקה לנפות,,אין חלוקה לאזורים טבעיים,,ללא שיוך למטרופולין,370,יישוב קהילתי,72,מועצה אזורית שומרון,4.3,1,יהודים,98.8,46.1,50.1,3.8,47.4,49.8,2.8,44.7,50.4,4.9,1075.2,21,20,22,62.8,37.2,62.6,37.4,63,37,86.4,13.6,26.8,46.1,25.1,2,58.3,9.4,9.8,17.8,4.7,500
עמוקה,1212,1980,2,מחוז הצפון,21,נפת צפת,212,גליל עליון מזרחי,,ללא שיוך למטרופולין,370,יישוב קהילתי,2,מועצה אזורית מרום הגליל,1.7,1,יהודים,98.9,18.7,79,2.4,20.4,75,4.6,16.9,83.1,,331.2,41,41,40,51.5,48.5,50.9,49.1,52,48,87.6,12.4,24,59.8,12.7,3.5,50.4,6.5,6.4,28.8,7.8,500
עמיעד,385,1946,2,מחוז הצפון,21,נפת צפת,213,אזור חצור,,ללא שיוך למטרופולין,330,קיבוץ,1,מועצה אזורית הגליל העליון,4.3,1,יהודים,97.5,26.4,61.1,12.5,26.6,61.2,12.2,26.1,61,12.9,733.8,30,29,33,45.6,54.4,45,55,46.2,53.8,78.7,21.3,45.5,41.8,12.7,,50.2,3.7,9.5,31.9,4.7,500
עמיעוז,318,1957,6,מחוז הדרום,62,נפת באר שבע,622,אזור בשור,334,"מטרופולין באר שבע, טבעת תיכונה, גזרה מערבית",310,מושב,38,מועצה אזורית אשכול,2,1,יהודים,99.1,24.8,62.3,12.9,25.9,61.9,12.2,23.7,62.6,13.7,663.1,35,36,33,61.5,38.5,62.9,37.1,60.1,39.9,72.9,27.1,73.7,14.4,11.9,,29,7.5,46.3,14.5,2.8,500
פארן,1151,1972,6,מחוז הדרום,62,נפת באר שבע,625,הערבה,,ללא שיוך למטרופולין,310,מושב,54,מועצה אזורית הערבה התיכונה,4,1,יהודים,97.5,29,71,,29,71,,29,71,,476.8,28,28,30,62.8,37.2,59.8,40.2,66.1,33.9,92.5,7.5,33.2,55.2,9.1,2.5,59.5,6.4,7.8,20,6.3,500
פדויים,750,1950,6,מחוז הדרום,62,נפת באר שבע,622,אזור בשור,324,"מטרופולין באר שבע, טבעת פנימית, גזרה מערבית",310,מושב,42,מועצה אזורית מרחבים,4.1,1,יהודים,99.8,32.5,57.9,9.6,32,61.5,6.5,33.1,53.9,13,831.3,29,27,29,50.9,49.1,47,53,55.2,44.8,86.6,13.4,90.1,9.9,,,49.2,40.3,9.2,1.2,,500
פורייה - כפר עבודה,1104,1949,2,מחוז הצפון,22,נפת כנרת,221,כינרות,,ללא שיוך למטרופולין,350,יישוב כפרי אחר יהודי,6,מועצה אזורית עמק הירדן,2.8,1,יהודים,97.7,29.4,64,6.6,28.2,63.1,8.7,30.7,65.1,4.2,639,32,34,28,50.5,49.5,46.3,53.7,55.5,44.5,84.6,15.4,54.2,45.8,,,37.6,32.6,19.6,5.3,4.9,500
פלמחים,597,1949,4,מחוז המרכז,44,נפת רחובות,442,אזור ראשון לציון,143,"מטרופולין תל אביב, טבעת חיצונית, גזרה דרומית",330,קיבוץ,27,מועצה אזורית גן רווה,4.3,1,יהודים,97.8,25.4,62.1,12.5,25.5,61.4,13.1,25.3,62.9,11.8,720.1,35,34,37,52.6,47.4,51.1,48.9,54.1,45.9,84,16,37.2,38.2,19.3,5.4,45.1,8.8,7.3,25.8,13,500
פני חבר,3723,1982,7,אזור יהודה והשומרון,,אין חלוקה לנפות,,אין חלוקה לאזורים טבעיים,,ללא שיוך למטרופולין,370,יישוב קהילתי,78,מועצה אזורית הר חברון,3.6,1,יהודים,100,65.3,33.8,0.9,68.1,30.8,1,61.6,37.7,0.7,2165.9,13,14,12,62.1,37.9,50.5,49.5,81,19,90.4,9.6,3,25.7,51.8,19.5,64.1,2.6,8.8,9.9,14.7,500
"פעמי תש""ז",2059,1953,6,מחוז הדרום,62,נפת באר שבע,621,אזור גרר,334,"מטרופולין באר שבע, טבעת תיכונה, גזרה מערבית",310,מושב,42,מועצה אזורית מרחבים,3.8,1,יהודים,99.7,31.9,57.5,10.6,32.5,57.3,10.2,31.2,57.7,11,837.1,28,29,26,57.1,42.9,60.1,39.9,54.4,45.6,83.1,16.9,88.8,7.9,3.3,,43.7,45,8.9,1.8,0.5,500
פצאל,3615,1975,7,אזור יהודה והשומרון,,אין חלוקה לנפות,,אין חלוקה לאזורים טבעיים,,ללא שיוך למטרופולין,310,מושב,75,מועצה אזורית ערבות הירדן,2.1,1,יהודים,100,13.6,86.4,,12.4,87.6,,15.1,84.9,,228.3,31,31,31,54.4,45.6,49.8,50.2,59.9,40.1,90.6,9.4,57.9,26.7,9.9,5.4,51.5,8,13.7,24.4,2.5,500
פקיעין חדשה,281,1955,2,מחוז הצפון,24,נפת עכו,243,אזור יחיעם,,ללא שיוך למטרופולין,310,מושב,52,מועצה אזורית מעלה יוסף,3.6,1,יהודים,100,35.6,56.2,8.2,36.4,54.2,9.4,34.8,58.1,7.1,903.2,27,27,27,59.9,40.1,60.7,39.3,59.1,40.9,81.3,18.7,60,26.5,10.5,3,44.7,4.4,48.3,2.2,0.3,500
פרוד,599,1949,2,מחוז הצפון,21,נפת צפת,212,גליל עליון מזרחי,,ללא שיוך למטרופולין,330,קיבוץ,2,מועצה אזורית מרום הגליל,2.7,1,יהודים,97.9,23.7,62.6,13.7,23.1,64.8,12.1,24.5,59.9,15.7,701.2,33,27,45,38.6,61.4,36.1,63.9,41.6,58.4,72.5,27.5,57.8,27.5,13.2,1.6,33.7,7.5,5,33.8,20,500
פרזון,2053,1953,2,מחוז הצפון,23,נפת יזרעאל,234,עמק יזרעאל,,ללא שיוך למטרופולין,310,מושב,8,מועצה אזורית הגלבוע,2.9,1,יהודים,98.8,25.8,56.6,17.6,28.7,56.9,14.4,23,56.4,20.6,882.9,34,33,36,56.3,43.7,58.1,41.9,54.7,45.3,76.6,23.4,92.1,,7.9,,39.2,53.2,6.1,1.5,,500
פרי גן,1231,1981,6,מחוז הדרום,62,נפת באר שבע,622,אזור בשור,334,"מטרופולין באר שבע, טבעת תיכונה, גזרה מערבית",310,מושב,38,מועצה אזורית אשכול,1.4,1,יהודים,99.3,23.5,75.1,1.4,24.6,74.2,1.3,22,76.4,1.7,414.2,31,31,33,64.1,35.9,57.6,42.4,72.5,27.5,85,15,48.1,46.9,4.9,,39.6,12.5,28.9,12.7,6.4,500
צאלים,413,1947,6,מחוז הדרום,62,נפת באר שבע,622,אזור בשור,334,"מטרופולין באר שבע, טבעת תיכונה, גזרה מערבית",330,קיבוץ,38,מועצה אזורית אשכול,4.3,1,יהודים,90.4,26.3,63.8,9.9,27.5,61.3,11.2,25.1,66.5,8.5,679.8,31,31,31,54.6,45.4,53.7,46.3,55.5,44.5,78,22,38.1,36.9,13,12,42.7,6.8,18,27.7,4.8,500
צביה,1180,1979,2,מחוז הצפון,24,נפת עכו,242,אזור כרמיאל,241,"מטרופולין חיפה, טבעת חיצונית, גזרה צפונית",370,יישוב קהילתי,56,מועצה אזורית משגב,2.8,1,יהודים,98.8,27.8,70.7,1.5,32.8,66.5,0.7,22.7,75.1,2.2,505.8,37,26,39,56.5,43.5,57.5,42.5,55.6,44.4,91.3,8.7,29.8,57.5,8.5,4.3,55.8,6.4,3.4,27.9,6.6,500
צבעון,1213,1980,2,מחוז הצפון,21,נפת צפת,212,גליל עליון מזרחי,,ללא שיוך למטרופולין,330,קיבוץ,1,מועצה אזורית הגליל העליון,0.8,1,יהודים,96.1,52.6,47.4,,57.5,42.5,,47.2,52.8,,1111.1,12,7,23.5,70.3,29.7,76.5,23.5,65,35,94.5,5.5,,50,25,25,57.5,6.8,5.5,28.8,1.4,500
צוחר,1136,1973,6,מחוז הדרום,62,נפת באר שבע,622,אזור בשור,334,"מטרופולין באר שבע, טבעת תיכונה, גזרה מערבית",350,יישוב כפרי אחר יהודי,38,מועצה אזורית אשכול,3.5,1,יהודים,98,37.4,59.7,2.8,39.8,57.9,2.3,34.8,61.7,3.4,806.4,29,26,31,60.2,39.8,58.5,41.5,61.9,38.1,88.9,11.1,54.4,41.7,4,,49.7,8.2,35.8,4.7,1.7,500
צופר,1150,1970,6,מחוז הדרום,62,נפת באר שבע,625,הערבה,,ללא שיוך למטרופולין,310,מושב,54,מועצה אזורית הערבה התיכונה,3.2,1,יהודים,98,34.9,64.8,0.3,33.8,65.6,0.6,36.1,63.9,,718.3,24,26,23,54.7,45.3,54.6,45.4,54.9,45.1,92.8,7.2,29.8,56,14.3,,60.8,8.4,9.7,14.2,6.9,500
צוקי ים,1102,1956,4,מחוז המרכז,41,נפת השרון,411,מערב השרון,141,"מטרופולין תל אביב, טבעת חיצונית, גזרה צפונית",350,יישוב כפרי אחר יהודי,16,מועצה אזורית עמק חפר,2.1,1,יהודים,99.4,13.7,64.3,22.1,15.6,64.1,20.4,12.1,64.4,23.5,606.4,50,49,50,49.2,50.8,53,47,46,54,63.7,36.3,63.2,23.4,6.2,7.2,26.9,10.2,10.4,48.8,3.7,500
צוקים,1262,1983,6,מחוז הדרום,62,נפת באר שבע,625,הערבה,,ללא שיוך למטרופולין,370,יישוב קהילתי,54,מועצה אזורית הערבה התיכונה,0.9,1,יהודים,97.5,40.5,59.5,,41.3,58.7,,39.7,60.3,,755.8,31,31,32,52.9,47.1,50.9,49.1,55.2,44.8,96.4,3.6,32.2,32.2,35.7,,63.2,7.1,8.5,18.6,2.5,500
צור יצחק,1345,2007,4,מחוז המרכז,42,נפת פתח תקווה,421,דרום השרון,141,"מטרופולין תל אביב, טבעת חיצונית, גזרה צפונית",350,יישוב כפרי אחר יהודי,20,מועצה אזורית דרום השרון,1,1,יהודים,96,32.3,61.6,6.1,38.9,55.6,5.6,24.4,68.9,6.7,706.9,31,29,33,62,38,61.1,38.9,62.9,37.1,80,20,15.8,15.8,57.9,10.5,50.5,7.4,6.3,31.6,4.2,500
צור נתן,1148,1970,4,מחוז המרכז,42,נפת פתח תקווה,421,דרום השרון,141,"מטרופולין תל אביב, טבעת חיצונית, גזרה צפונית",320,מושב שיתופי,20,מועצה אזורית דרום השרון,2.3,1,יהודים,100,22.5,75,2.5,20.3,77.1,2.6,24.5,73.1,2.4,341.2,35,36,33,61.1,38.9,61.7,38.3,60.4,39.6,78.6,21.4,33.4,50,8.3,8.4,41.5,13.7,19,16.9,8.9,500
צוריאל,774,1950,2,מחוז הצפון,24,נפת עכו,243,אזור יחיעם,,ללא שיוך למטרופולין,310,מושב,52,מועצה אזורית מעלה יוסף,3,1,יהודים,100,34,57.2,8.7,38.2,55,6.8,28.8,60,11.2,836.6,30,25,32,61,39,56.4,43.6,66.3,33.7,80.5,19.5,82.1,13.4,4.4,,42.5,2,53,1.5,1,500
צפרירים,1079,1958,1,מחוז ירושלים,11,נפת ירושלים,112,שפלת יהודה,,ללא שיוך למטרופולין,310,מושב,26,מועצה אזורית מטה יהודה,3.2,1,יהודים,99.1,32.8,61.7,5.6,30.3,62.9,6.8,35.1,60.5,4.4,728.6,31,31,30,56.9,43.1,55.5,44.5,58.4,41.6,84.8,15.2,53.4,36.8,7.9,1.8,43.2,24.3,13.3,14.4,4.7,500
קדמת צבי,4025,1985,2,מחוז הצפון,29,נפת גולן,293,גולן תיכוני,,ללא שיוך למטרופולין,310,מושב,71,מועצה אזורית גולן,3.2,1,יהודים,97.5,34,65.5,0.6,31.6,67.8,0.6,36.3,63.1,0.6,655.8,24,24,24,51.3,48.7,50.5,49.5,52.1,47.9,91.2,8.8,20,68.3,11.7,,52.9,5.4,13.3,21.8,6.6,500
קדרים,1211,1980,2,מחוז הצפון,22,נפת כנרת,221,כינרות,,ללא שיוך למטרופולין,330,קיבוץ,1,מועצה אזורית הגליל העליון,1.4,1,יהודים,97.9,50.5,49.5,,46.3,53.7,,54.2,45.8,,1128.2,17,20,16,47.6,52.4,43,57,53,47,83.4,16.6,5,59.6,35.4,,47.9,6.3,7,23.6,15.1,500
קוממיות,766,1950,6,מחוז הדרום,61,נפת אשקלון,611,אזור מלאכי,,ללא שיוך למטרופולין,310,מושב,34,מועצה אזורית שפיר,3.5,1,יהודים,100,50.8,40.9,8.3,51.2,40.6,8.3,50.5,41.3,8.2,1564.6,17,15,17,66,34,66,34,65.9,34.1,88.1,11.9,76.8,17.9,5.2,,63.5,0.6,1.5,32.3,2.1,500
קטורה,1052,1970,6,מחוז הדרום,62,נפת באר שבע,625,הערבה,,ללא שיוך למטרופולין,330,קיבוץ,53,מועצה אזורית חבל אילות,4.5,1,יהודים,92.4,38.6,61.2,0.2,39.8,60.2,,37.4,62.2,0.4,770.7,21,21,22,36.6,63.4,37.6,62.4,35.6,64.4,65.3,34.7,0.6,51.7,27.9,19.8,15.6,1.1,8.6,28.5,46.1,500
קלחים,414,1954,6,מחוז הדרום,62,נפת באר שבע,621,אזור גרר,334,"מטרופולין באר שבע, טבעת תיכונה, גזרה מערבית",310,מושב,42,מועצה אזורית מרחבים,3.3,1,יהודים,99.7,33.7,61.7,4.6,36,60,4.1,31.1,63.7,5.2,680.3,29,28,29,57.5,42.5,55.4,44.6,59.8,40.2,83.9,16.1,82.3,10.7,4.8,2.3,41.5,11.8,40.3,3.8,2.6,500
קליה,3601,1968,7,אזור יהודה והשומרון,,אין חלוקה לנפות,,אין חלוקה לאזורים טבעיים,,ללא שיוך למטרופולין,330,קיבוץ,74,מועצה אזורית מגילות ים-המלח,2.9,1,יהודים,97.1,30.2,69.8,,30.5,69.5,,29.8,70.2,,550.3,26,25,27,49.9,50.1,50.3,49.7,49.5,50.5,88.6,11.4,3.2,61.6,35.2,,50.9,12.4,11.5,17.8,7.4,500
קלע,4024,1984,2,מחוז הצפון,29,נפת גולן,292,גולן צפוני,,ללא שיוך למטרופולין,370,יישוב קהילתי,71,מועצה אזורית גולן,1.5,1,יהודים,92.3,38.8,57.5,3.6,40.4,53.9,5.6,37.2,61.3,1.5,783.3,33,36,32,67.8,32.2,67.5,32.5,68,32,77.2,22.8,6.9,17.3,65.4,10.3,53.8,6.2,9.9,24.2,5.9,500
קריית ענבים,78,1920,1,מחוז ירושלים,11,נפת ירושלים,111,הרי יהודה,,ללא שיוך למטרופולין,330,קיבוץ,26,מועצה אזורית מטה יהודה,4.2,1,יהודים,97,18.9,67.3,13.8,17.2,69.7,13.1,20.4,65.4,14.3,559.1,34,35,34,50.7,49.3,55.5,44.5,46.7,53.3,82,18,36.4,47.4,11.7,4.5,47.8,4,9.5,25,13.7,500
ראס אל-עין,1334,,2,מחוז הצפון,24,נפת עכו,242,אזור כרמיאל,241,"מטרופולין חיפה, טבעת חיצונית, גזרה צפונית",450,יישוב כפרי אחר לא יהודי,56,מועצה אזורית משגב,2.9,3,נוצרים,50.9,44.3,53.5,2.2,41.6,56.9,1.5,46.9,50.2,2.9,1065,20,20,19,58.6,41.4,60.5,39.5,56.8,43.2,,,,,,,,,,,,500
רבדים,564,1948,6,מחוז הדרום,61,נפת אשקלון,611,אזור מלאכי,,ללא שיוך למטרופולין,330,קיבוץ,35,מועצה אזורית יואב,4.2,1,יהודים,97.5,27.2,62.2,10.7,29.7,59.7,10.6,24.4,64.8,10.8,668.1,35,35,35,51.7,48.3,50.3,49.7,53.1,46.9,80,20,46.5,38.3,15.2,,44.4,5.6,4.8,24.4,20.8,500
רביד,1225,1981,2,מחוז הצפון,22,נפת כנרת,222,גליל תחתון מזרחי,,ללא שיוך למטרופולין,330,קיבוץ,6,מועצה אזורית עמק הירדן,0.8,1,יהודים,100,4.2,95.8,,2.4,97.6,,6.7,93.3,,44.4,26,30,25,5.5,94.5,4.6,95.4,6.7,93.3,94.3,5.7,,71.4,16.2,12.4,52.8,6.3,8.9,23.6,8.4,500
רגבים,444,1948,3,מחוז חיפה,32,נפת חדרה,323,הר אלכסנדר,,ללא שיוך למטרופולין,330,קיבוץ,14,מועצה אזורית מנשה,2.9,1,יהודים,98.8,17.8,69.6,12.5,18.3,72,9.7,17.3,67.1,15.6,499.8,38,36,41,44.2,55.8,44.2,55.8,44.3,55.7,71.4,28.6,42.2,38.6,17.4,1.8,32.2,7.1,30.5,26,4.1,500
רווחה,2051,1953,6,מחוז הדרום,61,נפת אשקלון,612,אזור לכיש,,ללא שיוך למטרופולין,310,מושב,34,מועצה אזורית שפיר,4.6,1,יהודים,100,30.9,58.4,10.7,32.1,59,8.9,29.7,57.8,12.4,873,30,29,30,54,46,56.3,43.7,52,48,83,17,97.8,2.2,,,44.4,51.6,3,0.8,0.2,500
רוויה,2016,1952,2,מחוז הצפון,23,נפת יזרעאל,231,עמק בית שאן,,ללא שיוך למטרופולין,310,מושב,7,מועצה אזורית עמק המעיינות,3.4,1,יהודים,100,39.8,51.2,9,38.3,53,8.7,41.2,49.5,9.3,1042.7,27,29,23,63,37,66.6,33.4,59.8,40.2,82,18,76.8,23.2,,,47,10.2,41.5,1.3,,500
